Exercise Name	Exercise Number	Category Name	Category Number
behindTheBackSmithMachineShrug	3	shrug	26
dumbbellJumpShrug	4	shrug	26
dumbbellShrug	5	shrug	26
dumbbellUprightRow	6	shrug	26
inclineDumbbellShrug	7	shrug	26
overheadBarbellShrug	8	shrug	26
overheadDumbbellShrug	9	shrug	26
scaptionAndShrug	10	shrug	26
scapularRetraction	11	shrug	26
serratusChairShrug	12	shrug	26
weightedSerratusChairShrug	13	shrug	26
serratusShrug	14	shrug	26
weightedSerratusShrug	15	shrug	26
wideGripJumpShrug	16	shrug	26
wideGripBarbellShrug	17	shrug	26
behindTheBackShrug	18	shrug	26
dumbbellShrugWheelchair	19	shrug	26
shrugWheelchair	20	shrug	26
shrugArmDownWheelchair	21	shrug	26
shrugArmMidWheelchair	22	shrug	26
shrugArmUpWheelchair	23	shrug	26
uprightRow	24	shrug	26
alternatingSitUp	0	sitUp	27
weightedAlternatingSitUp	1	sitUp	27
bentKneeVUp	2	sitUp	27
weightedBentKneeVUp	3	sitUp	27
butterflySitUp	4	sitUp	27
weightedButterflySitup	5	sitUp	27
crossPunchRollUp	6	sitUp	27
weightedCrossPunchRollUp	7	sitUp	27
crossedArmsSitUp	8	sitUp	27
weightedCrossedArmsSitUp	9	sitUp	27
getUpSitUp	10	sitUp	27
weightedGetUpSitUp	11	sitUp	27
hoveringSitUp	12	sitUp	27
weightedHoveringSitUp	13	sitUp	27
kettlebellSitUp	14	sitUp	27
medicineBallAlternatingVUp	15	sitUp	27
medicineBallSitUp	16	sitUp	27
medicineBallVUp	17	sitUp	27
modifiedSitUp	18	sitUp	27
negativeSitUp	19	sitUp	27
oneArmFullSitUp	20	sitUp	27
recliningCircle	21	sitUp	27
weightedRecliningCircle	22	sitUp	27
reverseCurlUp	23	sitUp	27
weightedReverseCurlUp	24	sitUp	27
singleLegSwissBallJackknife	25	sitUp	27
weightedSingleLegSwissBallJackknife	26	sitUp	27
theTeaser	27	sitUp	27
theTeaserWeighted	28	sitUp	27
threePartRollDown	29	sitUp	27
weightedThreePartRollDown	30	sitUp	27
vUp	31	sitUp	27
weightedVUp	32	sitUp	27
weightedRussianTwistOnSwissBall	33	sitUp	27
weightedSitUp	34	sitUp	27
xAbs	35	sitUp	27
weightedXAbs	36	sitUp	27
sitUp	37	sitUp	27
ghdSitUps	38	sitUp	27
sitUpTurkishGetUp	39	sitUp	27
russianTwistOnSwissBall	40	sitUp	27
legPress	0	squat	28
backSquatWithBodyBar	1	squat	28
backSquats	2	squat	28
weightedBackSquats	3	squat	28
balancingSquat	4	squat	28
weightedBalancingSquat	5	squat	28
barbellBackSquat	6	squat	28
barbellBoxSquat	7	squat	28
barbellFrontSquat	8	squat	28
barbellHackSquat	9	squat	28
barbellHangSquatSnatch	10	squat	28
barbellLateralStepUp	11	squat	28
barbellQuarterSquat	12	squat	28
barbellSiffSquat	13	squat	28
barbellSquatSnatch	14	squat	28
barbellSquatWithHeelsRaised	15	squat	28
barbellStepover	16	squat	28
barbellStepUp	17	squat	28
benchSquatWithRotationalChop	18	squat	28
weightedBenchSquatWithRotationalChop	19	squat	28
bodyWeightWallSquat	20	squat	28
weightedWallSquat	21	squat	28
boxStepSquat	22	squat	28
weightedBoxStepSquat	23	squat	28
bracedSquat	24	squat	28
crossedArmBarbellFrontSquat	25	squat	28
crossoverDumbbellStepUp	26	squat	28
dumbbellFrontSquat	27	squat	28
dumbbellSplitSquat	28	squat	28
dumbbellSquat	29	squat	28
dumbbellSquatClean	30	squat	28
dumbbellStepover	31	squat	28
dumbbellStepUp	32	squat	28
elevatedSingleLegSquat	33	squat	28
weightedElevatedSingleLegSquat	34	squat	28
figureFourSquats	35	squat	28
weightedFigureFourSquats	36	squat	28
gobletSquat	37	squat	28
kettlebellSquat	38	squat	28
kettlebellSwingOverhead	39	squat	28
kettlebellSwingWithFlipToSquat	40	squat	28
lateralDumbbellStepUp	41	squat	28
oneLeggedSquat	42	squat	28
overheadDumbbellSquat	43	squat	28
overheadSquat	44	squat	28
partialSingleLegSquat	45	squat	28
weightedPartialSingleLegSquat	46	squat	28
pistolSquat	47	squat	28
weightedPistolSquat	48	squat	28
plieSlides	49	squat	28
weightedPlieSlides	50	squat	28
plieSquat	51	squat	28
weightedPlieSquat	52	squat	28
prisonerSquat	53	squat	28
weightedPrisonerSquat	54	squat	28
singleLegBenchGetUp	55	squat	28
weightedSingleLegBenchGetUp	56	squat	28
singleLegBenchSquat	57	squat	28
weightedSingleLegBenchSquat	58	squat	28
singleLegSquatOnSwissBall	59	squat	28
weightedSingleLegSquatOnSwissBall	60	squat	28
squat	61	squat	28
weightedSquat	62	squat	28
squatsWithBand	63	squat	28
staggeredSquat	64	squat	28
weightedStaggeredSquat	65	squat	28
stepUp	66	squat	28
weightedStepUp	67	squat	28
suitcaseSquats	68	squat	28
sumoSquat	69	squat	28
sumoSquatSlideIn	70	squat	28
weightedSumoSquatSlideIn	71	squat	28
sumoSquatToHighPull	72	squat	28
sumoSquatToStand	73	squat	28
weightedSumoSquatToStand	74	squat	28
sumoSquatWithRotation	75	squat	28
weightedSumoSquatWithRotation	76	squat	28
swissBallBodyWeightWallSquat	77	squat	28
weightedSwissBallWallSquat	78	squat	28
thrusters	79	squat	28
unevenSquat	80	squat	28
weightedUnevenSquat	81	squat	28
waistSlimmingSquat	82	squat	28
wallBall	83	squat	28
wideStanceBarbellSquat	84	squat	28
wideStanceGobletSquat	85	squat	28
zercherSquat	86	squat	28
kbsOverhead	87	squat	28
squatAndSideKick	88	squat	28
squatJumpsInNOut	89	squat	28
pilatesPlieSquatsParallelTurnedOutFlatAndHeels	90	squat	28
releveStraightLegAndKneeBentWithOneLegVariation	91	squat	28
alternatingBoxDumbbellStepUps	92	squat	28
dumbbellOverheadSquatSingleArm	93	squat	28
dumbbellSquatSnatch	94	squat	28
medicineBallSquat	95	squat	28
wallBallSquatAndPress	97	squat	28
squatAmericanSwing	98	squat	28
airSquat	100	squat	28
dumbbellThrusters	101	squat	28
overheadBarbellSquat	102	squat	28
burpee	0	totalBody	29
weightedBurpee	1	totalBody	29
burpeeBoxJump	2	totalBody	29
weightedBurpeeBoxJump	3	totalBody	29
highPullBurpee	4	totalBody	29
manMakers	5	totalBody	29
oneArmBurpee	6	totalBody	29
squatThrusts	7	totalBody	29
weightedSquatThrusts	8	totalBody	29
squatPlankPushUp	9	totalBody	29
weightedSquatPlankPushUp	10	totalBody	29
standingTRotationBalance	11	totalBody	29
weightedStandingTRotationBalance	12	totalBody	29
barbellBurpee	13	totalBody	29
burpeeBoxJumpOverYesLiterallyJumpingOverTheBox	15	totalBody	29
burpeeBoxJumpStepUpOver	16	totalBody	29
lateralBarbellBurpee	17	totalBody	29
totalBodyBurpeeOverBar	18	totalBody	29
burpeeBoxJumpOver	19	totalBody	29
burpeeWheelchair	20	totalBody	29
benchDip	0	tricepsExtension	30
weightedBenchDip	1	tricepsExtension	30
bodyWeightDip	2	tricepsExtension	30
cableKickback	3	tricepsExtension	30
cableLyingTricepsExtension	4	tricepsExtension	30
cableOverheadTricepsExtension	5	tricepsExtension	30
dumbbellKickback	6	tricepsExtension	30
dumbbellLyingTricepsExtension	7	tricepsExtension	30
ezBarOverheadTricepsExtension	8	tricepsExtension	30
inclineDip	9	tricepsExtension	30
weightedInclineDip	10	tricepsExtension	30
inclineEzBarLyingTricepsExtension	11	tricepsExtension	30
lyingDumbbellPulloverToExtension	12	tricepsExtension	30
lyingEzBarTricepsExtension	13	tricepsExtension	30
lyingTricepsExtensionToCloseGripBenchPress	14	tricepsExtension	30
overheadDumbbellTricepsExtension	15	tricepsExtension	30
recliningTricepsPress	16	tricepsExtension	30
reverseGripPressdown	17	tricepsExtension	30
reverseGripTricepsPressdown	18	tricepsExtension	30
ropePressdown	19	tricepsExtension	30
seatedBarbellOverheadTricepsExtension	20	tricepsExtension	30
seatedDumbbellOverheadTricepsExtension	21	tricepsExtension	30
seatedEzBarOverheadTricepsExtension	22	tricepsExtension	30
seatedSingleArmOverheadDumbbellExtension	23	tricepsExtension	30
singleArmDumbbellOverheadTricepsExtension	24	tricepsExtension	30
singleDumbbellSeatedOverheadTricepsExtension	25	tricepsExtension	30
singleLegBenchDipAndKick	26	tricepsExtension	30
weightedSingleLegBenchDipAndKick	27	tricepsExtension	30
singleLegDip	28	tricepsExtension	30
weightedSingleLegDip	29	tricepsExtension	30
staticLyingTricepsExtension	30	tricepsExtension	30
suspendedDip	31	tricepsExtension	30
weightedSuspendedDip	32	tricepsExtension	30
swissBallDumbbellLyingTricepsExtension	33	tricepsExtension	30
swissBallEzBarLyingTricepsExtension	34	tricepsExtension	30
swissBallEzBarOverheadTricepsExtension	35	tricepsExtension	30
tabletopDip	36	tricepsExtension	30
weightedTabletopDip	37	tricepsExtension	30
tricepsExtensionOnFloor	38	tricepsExtension	30
tricepsPressdown	39	tricepsExtension	30
weightedDip	40	tricepsExtension	30
alternatingDumbbellLyingTricepsExtension	41	tricepsExtension	30
tricepsPress	42	tricepsExtension	30
dumbbellKickbackWheelchair	43	tricepsExtension	30
overheadDumbbellTricepsExtensionWheelchair	44	tricepsExtension	30
quadrupedRocking	0	warmUp	31
neckTilts	1	warmUp	31
ankleCircles	2	warmUp	31
ankleDorsiflexionWithBand	3	warmUp	31
ankleInternalRotation	4	warmUp	31
armCircles	5	warmUp	31
bentOverReachToSky	6	warmUp	31
catCamel	7	warmUp	31
elbowToFootLunge	8	warmUp	31
forwardAndBackwardLegSwings	9	warmUp	31
groiners	10	warmUp	31
invertedHamstringStretch	11	warmUp	31
lateralDuckUnder	12	warmUp	31
neckRotations	13	warmUp	31
oppositeArmAndLegBalance	14	warmUp	31
reachRollAndLift	15	warmUp	31
scorpion	16	warmUp	31
shoulderCircles	17	warmUp	31
sideToSideLegSwings	18	warmUp	31
sleeperStretch	19	warmUp	31
slideOut	20	warmUp	31
swissBallHipCrossover	21	warmUp	31
swissBallReachRollAndLift	22	warmUp	31
swissBallWindshieldWipers	23	warmUp	31
thoracicRotation	24	warmUp	31
walkingHighKicks	25	warmUp	31
walkingHighKnees	26	warmUp	31
walkingKneeHugs	27	warmUp	31
walkingLegCradles	28	warmUp	31
walkout	29	warmUp	31
walkoutFromPushUpPosition	30	warmUp	31
bicepsStretch	31	warmUp	31
glutesStretch	32	warmUp	31
standingHamstringStretch	33	warmUp	31
stretch90_90	34	warmUp	31
stretchAbs	35	warmUp	31
stretchButterfly	36	warmUp	31
stretchCalf	37	warmUp	31
stretchCatCow	38	warmUp	31
stretchChildsPose	39	warmUp	31
stretchCobra	40	warmUp	31
stretchForearms	41	warmUp	31
stretchForwardGlutes	42	warmUp	31
stretchFrontSplit	43	warmUp	31
stretchHamstring	44	warmUp	31
stretchHipFlexorAndQuad	45	warmUp	31
stretchLat	46	warmUp	31
stretchLevatorScapulae	47	warmUp	31
stretchLungeWithSpinalTwist	48	warmUp	31
stretchLungingHipFlexor	49	warmUp	31
stretchLyingAbduction	50	warmUp	31
stretchLyingItBand	51	warmUp	31
stretchLyingKneeToChest	52	warmUp	31
stretchLyingPiriformis	53	warmUp	31
stretchLyingSpinalTwist	54	warmUp	31
stretchNeck	55	warmUp	31
stretchObliques	56	warmUp	31
stretchOverUnderShoulder	57	warmUp	31
stretchPectoral	58	warmUp	31
stretchPigeonPose	59	warmUp	31
stretchPiriformis	60	warmUp	31
stretchQuad	61	warmUp	31
stretchScorpion	62	warmUp	31
stretchShoulder	63	warmUp	31
stretchSide	64	warmUp	31
stretchSideLunge	65	warmUp	31
stretchSideSplit	66	warmUp	31
stretchStandingItBand	67	warmUp	31
stretchStraddle	68	warmUp	31
stretchTriceps	69	warmUp	31
stretchWallChestAndShoulder	70	warmUp	31
neckRotationsWheelchair	71	warmUp	31
halfKneelingArmRotation	72	warmUp	31
threeWayAnkleMobilization	73	warmUp	31
ninetyNinetyHipSwitch	74	warmUp	31
activeFrog	75	warmUp	31
shoulderSweeps	76	warmUp	31
ankleLunges	77	warmUp	31
backRollFoamRoller	78	warmUp	31
bearCrawl	79	warmUp	31
latissimusDorsiFoamRoll	80	warmUp	31
reverseTHipOpener	81	warmUp	31
shoulderRolls	82	warmUp	31
chestOpeners	83	warmUp	31
tricepsStretch	84	warmUp	31
upperBackStretch	85	warmUp	31
hipCircles	86	warmUp	31
ankleStretch	87	warmUp	31
marchingInPlace	88	warmUp	31
tricepsStretchWheelchair	89	warmUp	31
upperBackStretchWheelchair	90	warmUp	31
run	0	run	32
walk	1	run	32
jog	2	run	32
sprint	3	run	32
runOrWalk	4	run	32
speedWalk	5	run	32
warmUp	6	run	32
bike	0	bike	33
ride	1	bike	33
sprint	2	bike	33
archAndCurl	0	move	35
armCirclesWithBallBandAndWeight	1	move	35
armStretch	2	move	35
backMassage	3	move	35
bellyBreathing	4	move	35
bridgeWithBall	5	move	35
diamondLegCrunch	6	move	35
diamondLegLift	7	move	35
eightPointShoulderOpener	8	move	35
footRolling	9	move	35
footwork	10	move	35
footworkOnDisc	11	move	35
forwardFold	12	move	35
frogWithBand	13	move	35
halfRollUp	14	move	35
hamstringCurl	15	move	35
hamstringStretch	16	move	35
hipStretch	17	move	35
hugATreeWithBallBandAndWeight	18	move	35
kneeCircles	19	move	35
kneeFoldsOnDisc	20	move	35
lateralFlexion	21	move	35
legStretchWithBand	22	move	35
legStretchWithLegCircles	23	move	35
lowerLiftOnDisc	24	move	35
lungeSquat	25	move	35
lungesWithKneeLift	26	move	35
mermaidStretch	27	move	35
neutralPelvicPosition	28	move	35
pelvicClocksOnDisc	29	move	35
pilatesPlieSquatsParallelTurnedOutFlatAndHeelsWithChair	30	move	35
piriformisStretch	31	move	35
plankKneeCrosses	32	move	35
plankKneePulls	33	move	35
plankUpDowns	34	move	35
prayerMudra	35	move	35
psoasLungeStretch	36	move	35
ribcageBreathing	37	move	35
rollDown	38	move	35
rollUpWithWeightAndBand	39	move	35
saw	40	move	35
scapularStabilization	41	move	35
scissorsOnDisc	42	move	35
seatedHipStretchup	43	move	35
seatedTwist	44	move	35
shavingTheHeadWithBallBandAndWeight	45	move	35
spinalTwist	46	move	35
spinalTwistStretch	47	move	35
spineStretchForward	48	move	35
squatOpenArmTwistPose	49	move	35
squatsWithBall	50	move	35
standAndHang	51	move	35
standingSideStretch	52	move	35
standingSingleLegForwardBendWithItBandOpener	53	move	35
straightLegCrunchWithLegLift	54	move	35
straightLegCrunchWithLegLiftWithBall	55	move	35
straightLegCrunchWithLegsCrossed	56	move	35
straightLegCrunchWithLegsCrossedWithBall	57	move	35
straightLegDiagonalCrunch	58	move	35
straightLegDiagonalCrunchWithBall	59	move	35
tailboneCurl	60	move	35
throatLock	61	move	35
tickTockSideRoll	62	move	35
twist	63	move	35
vLegCrunches	64	move	35
vSit	65	move	35
forwardFoldWheelchair	66	move	35
forwardFoldPlusWheelchair	67	move	35
armCirclesLowForwardWheelchair	68	move	35
armCirclesMidForwardWheelchair	69	move	35
armCirclesHighForwardWheelchair	70	move	35
armCirclesLowBackwardWheelchair	71	move	35
armCirclesMidBackwardWheelchair	72	move	35
armCirclesHighBackwardWheelchair	73	move	35
coreTwistsWheelchair	74	move	35
armRaiseWheelchair	75	move	35
chestExpandWheelchair	76	move	35
armExtendWheelchair	77	move	35
forwardBendWheelchair	78	move	35
toeTouchWheelchair	79	move	35
extendedToeTouchWheelchair	80	move	35
seatedArmCircles	81	move	35
trunkRotations	82	move	35
seatedTrunkRotations	83	move	35
toeTouch	84	move	35
allFours	0	pose	36
ankleToKnee	1	pose	36
babyCobra	2	pose	36
boat	3	pose	36
boundAngle	4	pose	36
boundSeatedSingleLegForwardBend	5	pose	36
bow	6	pose	36
bowedHalfMoon	7	pose	36
bridge	8	pose	36
cat	9	pose	36
chair	10	pose	36
childs	11	pose	36
corpse	12	pose	36
cowFace	13	pose	36
cow	14	pose	36
devotionalWarrior	15	pose	36
dolphinPlank	16	pose	36
dolphin	17	pose	36
downDogKneeToNose	18	pose	36
downDogSplit	19	pose	36
downDogSplitOpenHipBentKnee	20	pose	36
downwardFacingDog	21	pose	36
eagle	22	pose	36
easySeated	23	pose	36
extendedPuppy	24	pose	36
extendedSideAngle	25	pose	36
fish	26	pose	36
fourLimbedStaff	27	pose	36
fullSplit	28	pose	36
gate	29	pose	36
halfChairHalfAnkleToKnee	30	pose	36
halfMoon	31	pose	36
headToKnee	32	pose	36
heron	33	pose	36
heros	34	pose	36
highLunge	35	pose	36
kneesChestChin	36	pose	36
lizard	37	pose	36
locust	38	pose	36
lowLunge	39	pose	36
lowLungeTwist	40	pose	36
lowLungeWithKneeDown	41	pose	36
mermaid	42	pose	36
mountain	43	pose	36
oneLeggedDownwardFacingPoseOpenHipBentKnee	44	pose	36
oneLeggedPigeon	45	pose	36
peacefulWarrior	46	pose	36
plank	47	pose	36
plow	48	pose	36
reclinedHandToFoot	49	pose	36
revolvedHalfMoon	50	pose	36
revolvedHeadToKnee	51	pose	36
revolvedTriangle	52	pose	36
runnersLunge	53	pose	36
seatedEasySideBend	54	pose	36
seatedEasyTwist	55	pose	36
seatedLongLegForwardBend	56	pose	36
seatedWideLegForwardBend	57	pose	36
shoulderStand	58	pose	36
sideBoat	59	pose	36
sidePlank	60	pose	36
sphinx	61	pose	36
squatOpenArmTwist	62	pose	36
squatPalmPress	63	pose	36
staff	64	pose	36
standingArmsUp	65	pose	36
standingForwardBendHalfwayUp	66	pose	36
standingForwardBend	67	pose	36
standingSideOpener	68	pose	36
standingSingleLegForwardBend	69	pose	36
standingSplit	70	pose	36
standingWideLegForwardBend	71	pose	36
standingWideLegForwardBendWithTwist	72	pose	36
supineSpinalTwist	73	pose	36
tableTop	74	pose	36
threadTheNeedle	75	pose	36
thunderbolt	76	pose	36
thunderboltPoseBothSidesArmStretch	77	pose	36
tree	78	pose	36
triangle	79	pose	36
upDog	80	pose	36
upwardFacingPlank	81	pose	36
warriorOne	82	pose	36
warriorThree	83	pose	36
warriorTwo	84	pose	36
wheel	85	pose	36
wideSideLunge	86	pose	36
deepBreathingWheelchair	87	pose	36
deepBreathingLowWheelchair	88	pose	36
deepBreathingMidWheelchair	89	pose	36
deepBreathingHighWheelchair	90	pose	36
prayerWheelchair	91	pose	36
overheadPrayerWheelchair	92	pose	36
cactusWheelchair	93	pose	36
breathingPunchesWheelchair	94	pose	36
breathingPunchesExtendedWheelchair	95	pose	36
breathingPunchesOverheadWheelchair	96	pose	36
breathingPunchesOverheadAndDownWheelchair	97	pose	36
breathingPunchesSideWheelchair	98	pose	36
breathingPunchesExtendedSideWheelchair	99	pose	36
breathingPunchesOverheadSideWheelchair	100	pose	36
breathingPunchesOverheadAndDownSideWheelchair	101	pose	36
leftHandBackWheelchair	102	pose	36
triangleWheelchair	103	pose	36
threadTheNeedleWheelchair	104	pose	36
neckFlexionAndExtensionWheelchair	105	pose	36
neckLateralFlexionWheelchair	106	pose	36
spineFlexionAndExtensionWheelchair	107	pose	36
spineRotationWheelchair	108	pose	36
spineLateralFlexionWheelchair	109	pose	36
alternativeSkiingWheelchair	110	pose	36
reachForwardWheelchair	111	pose	36
warriorWheelchair	112	pose	36
reverseWarriorWheelchair	113	pose	36
downwardFacingDogToCobra	114	pose	36
seatedCatCow	115	pose	36
abTwist	1	bandedExercises	37
backExtension	2	bandedExercises	37
bicycleCrunch	3	bandedExercises	37
calfRaises	4	bandedExercises	37
chestPress	5	bandedExercises	37
clamShells	6	bandedExercises	37
curl	7	bandedExercises	37
deadbug	8	bandedExercises	37
deadlift	9	bandedExercises	37
donkeyKick	10	bandedExercises	37
externalRotation	11	bandedExercises	37
externalRotationAt90DegreeAbduction	12	bandedExercises	37
facePull	13	bandedExercises	37
fireHydrant	14	bandedExercises	37
fly	15	bandedExercises	37
frontRaise	16	bandedExercises	37
gluteBridge	17	bandedExercises	37
hamstringCurls	18	bandedExercises	37
highPlankLegLifts	19	bandedExercises	37
hipExtension	20	bandedExercises	37
internalRotation	21	bandedExercises	37
jumpingJack	22	bandedExercises	37
kneelingCrunch	23	bandedExercises	37
lateralBandWalks	24	bandedExercises	37
lateralRaise	25	bandedExercises	37
latpull	26	bandedExercises	37
legAbduction	27	bandedExercises	37
legAdduction	28	bandedExercises	37
legExtension	29	bandedExercises	37
lunge	30	bandedExercises	37
plank	31	bandedExercises	37
pullApart	32	bandedExercises	37
pushUps	33	bandedExercises	37
reverseCrunch	34	bandedExercises	37
row	35	bandedExercises	37
shoulderAbduction	36	bandedExercises	37
shoulderExtension	37	bandedExercises	37
shoulderExternalRotation	38	bandedExercises	37
shoulderFlexionTo90Degrees	39	bandedExercises	37
sidePlankLegLifts	40	bandedExercises	37
sideRaise	41	bandedExercises	37
squat	42	bandedExercises	37
squatToPress	43	bandedExercises	37
tricepExtension	44	bandedExercises	37
tricepKickback	45	bandedExercises	37
uprightRow	46	bandedExercises	37
wallCrawlWithExternalRotation	47	bandedExercises	37
lateralRaiseWheelchair	49	bandedExercises	37
tricepsExtensionWheelchair	50	bandedExercises	37
chestFlyInclineWheelchair	51	bandedExercises	37
chestFlyDeclineWheelchair	52	bandedExercises	37
pullDownWheelchair	53	bandedExercises	37
straightArmPullDownWheelchair	54	bandedExercises	37
curlWheelchair	55	bandedExercises	37
overheadCurlWheelchair	56	bandedExercises	37
facePullWheelchair	57	bandedExercises	37
aroundTheWorldWheelchair	58	bandedExercises	37
pullApartWheelchair	59	bandedExercises	37
sideCurlWheelchair	60	bandedExercises	37
overheadPressWheelchair	61	bandedExercises	37
alternatingFigureEight	0	battleRope	38
alternatingJumpWave	1	battleRope	38
alternatingKneelingToStandingWave	2	battleRope	38
alternatingLungeWave	3	battleRope	38
alternatingSquatWave	4	battleRope	38
alternatingWave	5	battleRope	38
alternatingWaveWithLateralShuffle	6	battleRope	38
clapWave	7	battleRope	38
doubleArmFigureEight	8	battleRope	38
doubleArmSideToSideSnake	9	battleRope	38
doubleArmSideWave	10	battleRope	38
doubleArmSlam	11	battleRope	38
doubleArmWave	12	battleRope	38
grapplerToss	13	battleRope	38
hipToss	14	battleRope	38
inAndOutWave	15	battleRope	38
insideCircle	16	battleRope	38
jumpingJacks	17	battleRope	38
outsideCircle	18	battleRope	38
rainbow	19	battleRope	38
sidePlankWave	20	battleRope	38
sidewinder	21	battleRope	38
sittingRussianTwist	22	battleRope	38
snakeWave	23	battleRope	38
splitJack	24	battleRope	38
stageCoach	25	battleRope	38
ultimateWarrior	26	battleRope	38
upperCuts	27	battleRope	38
elliptical	0	elliptical	39
floorClimb	0	floorClimb	40
airBike	0	indoorBike	41
assaultBike	1	indoorBike	41
stationaryBike	3	indoorBike	41
rowingMachine	0	indoorRow	42
agility	0	ladder	43
speed	1	ladder	43
aroundTheWorld	0	sandbag	44
backSquat	1	sandbag	44
bearCrawlPullThrough	2	sandbag	44
bearHugSquat	3	sandbag	44
clean	4	sandbag	44
cleanAndPress	5	sandbag	44
curl	6	sandbag	44
frontCarry	7	sandbag	44
frontSquat	8	sandbag	44
lunge	9	sandbag	44
overheadPress	10	sandbag	44
plankPullThrough	11	sandbag	44
rotationalLunge	12	sandbag	44
row	13	sandbag	44
russianTwist	14	sandbag	44
shouldering	15	sandbag	44
shoveling	16	sandbag	44
sideLunge	17	sandbag	44
sprint	18	sandbag	44
zercherSquat	19	sandbag	44
backwardDrag	0	sled	45
chestPress	1	sled	45
forwardDrag	2	sled	45
lowPush	3	sled	45
push	4	sled	45
row	5	sled	45
lateralSwing	0	sledgeHammer	46
hammerSlam	1	sledgeHammer	46
stairStepper	0	stairStepper	47
chestFly	0	suspension	49
chestPress	1	suspension	49
crunch	2	suspension	49
curl	3	suspension	49
dip	4	suspension	49
facePull	5	suspension	49
gluteBridge	6	suspension	49
hamstringCurl	7	suspension	49
hipDrop	8	suspension	49
invertedRow	9	suspension	49
kneeDriveJump	10	suspension	49
kneeToChest	11	suspension	49
latPullover	12	suspension	49
lunge	13	suspension	49
mountainClimber	14	suspension	49
pendulum	15	suspension	49
pike	16	suspension	49
plank	17	suspension	49
powerPull	18	suspension	49
pullUp	19	suspension	49
pushUp	20	suspension	49
reverseMountainClimber	21	suspension	49
reversePlank	22	suspension	49
rollout	23	suspension	49
row	24	suspension	49
sideLunge	25	suspension	49
sidePlank	26	suspension	49
singleLegDeadlift	27	suspension	49
singleLegSquat	28	suspension	49
sitUp	29	suspension	49
split	30	suspension	49
squat	31	suspension	49
squatJump	32	suspension	49
tricepPress	33	suspension	49
yFly	34	suspension	49
flip	0	tire	50
indoorTrackRun	0	runIndoor	52
treadmill	1	runIndoor	52
bike	0	bikeOutdoor	53
